,namePlayer,value
830,Kevin Knox,4588680.0
831,Kevin Knox,5845978.0
832,Kevin Knox,7921300.0
833,Mitchell Robinson,1663861.0
834,Mitchell Robinson,1802057.0
835,Nerlens Noel,5000000.0
836,Norvel Pelle,99020.0
837,Obi Toppin,4862040.0
838,Obi Toppin,5105160.0
839,Obi Toppin,5348280.0
840,Obi Toppin,6803012.0
841,Obi Toppin,9170460.0
842,Omari Spellman,1988280.0
843,Reggie Bullock,4200000.0
844,RJ Barrett,8231760.0
845,RJ Barrett,8623920.0
846,RJ Barrett,10900635.0
847,RJ Barrett,14301633.0
848,Taj Gibson,1442968.0
849,Terrance Ferguson,3944013.0
850,Tyler Hall,25000.0
851,Vincent Poirier,2619207.0
852,Wayne Ellington,1000000.0
853,Admiral Schofield,1517981.0
854,Admiral Schofield,300000.0
855,Al Horford,27500000.0
856,Al Horford,27000000.0
857,Al Horford,26500000.0
858,Aleksej Pokuesvski,2964840.0
859,Aleksej Pokuesvski,3113160.0
860,Aleksej Pokuesvski,3261480.0
861,Aleksej Pokuesvski,5009633.0
862,Aleksej Pokuesvski,7073602.0
863,Austin Rivers,3500000.0
864,Darius Bazley,2399160.0
865,Darius Bazley,2513040.0
866,Darius Bazley,4264629.0
867,Darius Bazley,6205035.0
868,Darius Miller,7000000.0
869,Frank Jackson,250000.0
870,Isaiah Roby,1517981.0
871,Isaiah Roby,1782621.0
872,Isaiah Roby,1930681.0
873,Josh Gray,1620564.0
874,Justin Jackson,5029650.0
875,Justin Robinson,99020.0
876,Kenrich Williams,2000000.0
877,Kenrich Williams,2000000.0
878,Kenrich Williams,2000000.0
879,Kyle Singler,999200.0
880,Kyle Singler,999200.0
881,Kyle Singler,999200.0
882,Luguentz Dort,1517981.0
883,Luguentz Dort,1782621.0
884,Luguentz Dort,1930681.0
885,Meyers Leonard,9400000.0
886,Mike Muscala,2283034.0
887,Moses Brown,1250000.0
888,Moses Brown,1701593.0
889,Moses Brown,1846738.0
890,Moses Brown,1997718.0
891,Patrick Patterson,737067.0
892,Patrick Patterson,737066.0
893,Shai GilgeousAlexander,4141320.0
894,Shai GilgeousAlexander,5495532.0
895,Shai GilgeousAlexander,7523383.0
896,Svi Mykhailiuk,1663861.0
897,Svi Mykhailiuk,2079826.0
898,Theo Maledon,2000000.0
899,Theo Maledon,2000000.0
900,Theo Maledon,1900000.0
901,Theo Maledon,1930681.0
902,TJ Leaf,4326825.0
903,Tony Bradley,3542060.0
904,Tony Bradley,5277669.0
905,Ty Jerome,2303040.0
906,Ty Jerome,2412840.0
907,Ty Jerome,4220057.0
908,Ty Jerome,6169723.0
909,Zylan Cheatham,1445697.0
910,Chasson Randle,1789256.0
911,Chuma Okeke,3121080.0
912,Chuma Okeke,3277080.0
913,Chuma Okeke,3433320.0
914,Chuma Okeke,5266713.0
915,Chuma Okeke,7399732.0
916,Cole Anthony,3285120.0
917,Cole Anthony,3449400.0
918,Cole Anthony,3613680.0
919,Cole Anthony,5539771.0
920,Cole Anthony,7744600.0
921,Devin Cannady,61528.0
922,Dwayne Bacon,1678854.0
923,Dwayne Bacon,1824003.0
924,Gary Harris,19160714.0
925,Gary Harris,20482143.0
926,James Ennis,3300000.0
927,Jeff Teague,1620564.0
928,Jonathan Isaac,7362566.0
929,Jonathan Isaac,17400000.0
930,Jonathan Isaac,17400000.0
931,Jonathan Isaac,17400000.0
932,Jonathan Isaac,17400000.0
933,Khem Birch,3000000.0
934,Markelle Fultz,12288697.0
935,Markelle Fultz,16500000.0
936,Markelle Fultz,16500000.0
937,Markelle Fultz,17000000.0
938,Michael CarterWilliams,3300000.0
939,Michael CarterWilliams,3300000.0
940,Mo Bamba,5969040.0
941,Mo Bamba,7568743.0
942,Mo Bamba,10096703.0
943,Otto Porter,28489239.0
944,RJ Hampton,2193480.0
945,RJ Hampton,2303040.0
946,RJ Hampton,2412840.0
947,RJ Hampton,4220057.0
948,RJ Hampton,6169723.0
949,Terrence Ross,13500000.0
950,Terrence Ross,12500000.0
951,Terrence Ross,11500000.0
952,Wendell Carter Jr,5448840.0
953,Wendell Carter Jr,6920027.0
954,Wendell Carter Jr,9279756.0
955,Ben Simmons,30559200.0
956,Ben Simmons,33003936.0
957,Ben Simmons,35448672.0
958,Ben Simmons,37893408.0
959,Ben Simmons,40338144.0
960,Danny Green,15365853.0
961,Dwight Howard,1620564.0
962,Furkan Korkmaz,1762796.0
963,George Hill,9590602.0
964,George Hill,10047297.0
965,Ignas Brazdelkis,1517981.0
966,Ignas Brazdelkis,1782621.0
967,Ignas Brazdelkis,2228276.0
968,Isaiah Joe,898310.0
969,Isaiah Joe,1517981.0
970,Isaiah Joe,1782621.0
971,Isaiah Joe,2228276.0
972,Joel Embiid,29542010.0
973,Joel Embiid,31579390.0
974,Joel Embiid,33616770.0
975,Justin Anderson,125000.0
976,Matisse Thybulle,2711280.0
977,Matisse Thybulle,2840160.0
978,Matisse Thybulle,4379527.0
979,Matisse Thybulle,6275862.0
980,Mike Scott,5005350.0
981,Paul Reed Jr,609128.0
982,Paul Reed Jr,1517981.0
983,Paul Reed Jr,1782621.0
984,Paul Reed Jr,2228276.0
985,Seth Curry,7834449.0
986,Seth Curry,8207518.0
987,Seth Curry,8496653.0
988,Shake Milton,1701593.0
989,Shake Milton,1846738.0
990,Shake Milton,1997718.0
991,Tobias Harris,34358850.0
992,Tobias Harris,35995950.0
993,Tobias Harris,37633050.0
994,Tobias Harris,39270150.0
995,Tyrese Maxey,2478840.0
996,Tyrese Maxey,2602920.0
997,Tyrese Maxey,2726880.0
998,Tyrese Maxey,4343920.0
999,Tyrese Maxey,6259589.0
1000,Abdel Nader,1752950.0
1001,Cameron Johnson,4235160.0
1002,Cameron Johnson,4437000.0
1003,Cameron Johnson,5887899.0
1004,Cameron Johnson,8060534.0
1005,Cameron Payne,1977011.0
1006,Chris Paul,41358814.0
1007,Chris Paul,44211146.0
1008,Damian Jones,785285.0
1009,Dario Saric,9250000.0
1010,Dario Saric,8510000.0
1011,Dario Saric,9240000.0
1012,Deandre Ayton,10018200.0
1013,Deandre Ayton,12632950.0
1014,Deandre Ayton,16422835.0
1015,Devin Booker,29467800.0
1016,Devin Booker,31650600.0
1017,Devin Booker,33833400.0
1018,Devin Booker,36016200.0
1019,E'Twaun Moore,1620564.0
1020,Frank Kaminsky,1620564.0
1021,Jae Crowder,9258000.0
1022,Jae Crowder,9720900.0
1023,Jae Crowder,10183800.0
1024,Jalen Smith,4245720.0
1025,Jalen Smith,4458000.0
1026,Jalen Smith,4670160.0
1027,Jalen Smith,5954454.0
1028,Jalen Smith,8109966.0
1029,Jevon Carter,3925000.0
1030,Jevon Carter,3650000.0
1031,Jevon Carter,3925000.0
1032,Langston Galloway,1620564.0
1033,Mikal Bridges,4359000.0
1034,Mikal Bridges,5557725.0
1035,Mikal Bridges,7569621.0
1036,Torrey Craig,1620564.0
1037,Anderson Varejao,1913345.0
1038,Andrew Nicholson,2844430.0
1039,Andrew Nicholson,2844429.0
1040,Andrew Nicholson,2844429.0
1041,Andrew Nicholson,2844429.0
1042,Anfernee Simons,2252040.0
1043,Anfernee Simons,3938818.0
1044,Anfernee Simons,5758552.0
1045,Carmelo Anthony,1620564.0
1046,CJ Elleby,898310.0
1047,CJ Elleby,1517981.0
1048,CJ Elleby,1919247.0
1049,CJ McCollum,29354152.0
1050,CJ McCollum,30864198.0
1051,CJ McCollum,33333333.0
1052,CJ McCollum,35802469.0
1053,Damian Lillard,31626953.0
1054,Damian Lillard,39344900.0
1055,Damian Lillard,42492492.0
1056,Damian Lillard,45640084.0
1057,Damian Lillard,48787676.0
1058,Derrick Jones,9258000.0
1059,Derrick Jones,9720900.0
1060,Enes Kanter,5005350.0
1061,Harry Giles,1620564.0
1062,Jusuf Nurkic,12888889.0
1063,Jusuf Nurkic,12000000.0
1064,Nassir Little,2210640.0
1065,Nassir Little,2316240.0
1066,Nassir Little,4171548.0
1067,Nassir Little,6128004.0
1068,Norman Powell,10865952.0
1069,Norman Powell,11615328.0
1070,Robert Covington,12138345.0
1071,Robert Covington,12975471.0
1072,Zach Collins,5406255.0
1073,Zach Collins,7363319.0
1074,Buddy Hield,24701834.0
1075,Buddy Hield,22768890.0
1076,Buddy Hield,20835947.0
1077,Buddy Hield,18903003.0
1078,Chimezie Metu,50000.0
1079,Chris Silva,1517981.0
1080,Chris Silva,1782621.0
1081,Chris Silva,2228276.0
1082,De'Aaron Fox,8099627.0
1083,De'Aaron Fox,28103500.0
1084,De'Aaron Fox,30351780.0
1085,De'Aaron Fox,32600060.0
1086,De'Aaron Fox,34848340.0
1087,Delon Wright,9000000.0
1088,Delon Wright,8526316.0
1089,Glenn Robinson III,930930.0
1090,Harrison Barnes,22215909.0
1091,Harrison Barnes,20284091.0
1092,Harrison Barnes,18352273.0
1093,Hassan Whiteside,1620564.0
1094,Jabari Parker,6500000.0
1095,Jahmi'us Ramsey,1000000.0
1096,Jahmi'us Ramsey,1517981.0
1097,Jahmi'us Ramsey,1782621.0
1098,Jahmi'us Ramsey,2228276.0
1099,Justin James,1517981.0
1100,Justin James,1782621.0
1101,Justin James,2228276.0
1102,Marvin Bagley III,8963640.0
1103,Marvin Bagley III,11312114.0
1104,Marvin Bagley III,14762309.0
1105,Maurice Harkless,3623000.0
1106,Mfiondu Kabengele,2075880.0
1107,Norvel Pelle,99020.0
1108,Richaun Holmes,5005350.0
1109,Robert Woodard II,1500000.0
1110,Robert Woodard II,1517981.0
1111,Robert Woodard II,1782621.0
1112,Robert Woodard II,1930631.0
1113,Terence Davis,1517981.0
1114,Terence Davis,1897476.0
1115,Tyrese Haliburton,3831840.0
1116,Tyrese Haliburton,4023600.0
1117,Tyrese Haliburton,4215120.0
1118,Tyrese Haliburton,5808435.0
1119,Tyrese Haliburton,7992407.0
1120,Cameron Reynolds,110998.0
1121,Dejounte Murray,14286000.0
1122,Dejounte Murray,15428880.0
1123,Dejounte Murray,16571120.0
1124,Dejounte Murray,17714000.0
1125,DeMar DeRozan,27739975.0
1126,DeMarre Carroll,6119676.0
1127,DeMarre Carroll,1242340.0
1128,Derrick White,3516284.0
1129,Derrick White,15678571.0
1130,Derrick White,16892857.0
1131,Derrick White,18107143.0
1132,Derrick White,19321429.0
1133,Devin Vassell,4033440.0
1134,Devin Vassell,4235160.0
1135,Devin Vassell,4437000.0
1136,Devin Vassell,5887899.0
1137,Devin Vassell,8060534.0
1138,Drew Eubanks,1620564.0
1139,Drew Eubanks,1762796.0
1140,Drew Eubanks,1910860.0
1141,Gorgui Dieng,1000000.0
1142,Jakob Poeltl,8101852.0
1143,Jakob Poeltl,8750000.0
1144,Jakob Poeltl,9398148.0
1145,Keldon Johnson,2048040.0
1146,Keldon Johnson,2145720.0
1147,Keldon Johnson,3873025.0
1148,Keldon Johnson,5809538.0
1149,LaMarcus Aldridge,16750000.0
1150,Lonnie Walker,2892000.0
1151,Lonnie Walker,4447896.0
1152,Lonnie Walker,6311564.0
1153,Luka Samanic,2824320.0
1154,Luka Samanic,2959080.0
1155,Luka Samanic,4556983.0
1156,Luka Samanic,6498258.0
1157,Marquese Chriss,1824003.0
1158,Patty Mills,13535714.0
1159,Quinndary Weatherspoon,1669178.0
1160,Rudy Gay,14500000.0
1161,Tre Jones,898310.0
1162,Tre Jones,1517981.0
1163,Tre Jones,1782621.0
1164,Tre Jones,2228276.0
1165,Trey Lyles,5500000.0
1166,Alex Len,2258000.0
1167,Aron Baynes,7000000.0
1168,Aron Baynes,7350000.0
1169,Chris Boucher,6500000.0
1170,Chris Boucher,7020000.0
1171,DeAndre' Bembry,1737145.0
1172,DeAndre' Bembry,1977011.0
1173,Donta Hall,99020.0
1174,Fred VanVleet,21250000.0
1175,Fred VanVleet,19675926.0
1176,Fred VanVleet,21250000.0
1177,Fred VanVleet,22824074.0
1178,Gary Trent Jr,1663861.0
1179,Gary Trent Jr,2079826.0
1180,Henry Ellenson,110998.0
1181,Kyle Lowry,30500000.0
1182,Malachi Flynn,1950600.0
1183,Malachi Flynn,2048040.0
1184,Malachi Flynn,2145720.0
1185,Malachi Flynn,3873025.0
1186,Malachi Flynn,5809538.0
1187,OG Anunoby,3872215.0
1188,OG Anunoby,16071429.0
1189,OG Anunoby,17357143.0
1190,OG Anunoby,18642857.0
1191,OG Anunoby,19928571.0
1192,Oshae Brissett,300000.0
1193,Pascal Siakam,30559200.0
1194,Pascal Siakam,33003936.0
1195,Pascal Siakam,35448672.0
1196,Pascal Siakam,37893408.0
1197,Patrick McCaw,4000000.0
1198,Paul Watson,1445697.0
1199,Paul Watson,1701593.0
1200,Paul Watson,2126991.0
1201,Rodney Hood,10047450.0
1202,Rodney Hood,10851246.0
1203,Stanley Johnson,3804150.0
1204,Bojan Bogdanovic,17850000.0
1205,Bojan Bogdanovic,18700000.0
1206,Bojan Bogdanovic,19550000.0
1207,Derrick Favors,9258000.0
1208,Derrick Favors,9720900.0
1209,Derrick Favors,10183800.0
1210,Donovan Mitchell,5195501.0
1211,Donovan Mitchell,28103500.0
1212,Donovan Mitchell,30351780.0
1213,Donovan Mitchell,32600060.0
1214,Donovan Mitchell,34848340.0
1215,Elijah Hughes,898310.0
1216,Elijah Hughes,1517981.0
1217,Elijah Hughes,1919247.0
1218,Ersan Ilyasova,754783.0
1219,Georges Niang,1783557.0
1220,Jarrell Brantley,1669178.0
1221,Joe Ingles,10863637.0
1222,Joe Ingles,13036364.0
1223,Jordan Clarkson,11500000.0
1224,Jordan Clarkson,12420000.0
1225,Jordan Clarkson,13340000.0
1226,Jordan Clarkson,14260000.0
1227,Juwan Morgan,1517981.0
1228,Juwan Morgan,1897476.0
1229,Matt Thomas,1517981.0
1230,Matt Thomas,1782621.0
1231,Matt Thomas,2228276.0
1232,Mike Conley,34502132.0
1233,Miye Oni,1517981.0
1234,Miye Oni,1782621.0
1235,Miye Oni,2228276.0
1236,Royce O'Neale,8500000.0
1237,Royce O'Neale,8800000.0
1238,Royce O'Neale,9200000.0
1239,Royce O'Neale,9500000.0
1240,Rudy Gobert,27525281.0
1241,Rudy Gobert,35344828.0
1242,Rudy Gobert,38172414.0
1243,Rudy Gobert,41000000.0
1244,Rudy Gobert,43827586.0
1245,Shaquille Harrison,770433.0
1246,Udoka Azubuike,1977000.0
1247,Udoka Azubuike,2075880.0
1248,Udoka Azubuike,2174880.0
1249,Udoka Azubuike,3923484.0
1250,Udoka Azubuike,5818527.0
1251,Alex Len,1265372.0
1252,Anthony Gill,898310.0
1253,Anthony Gill,1517981.0
1254,Anthony Gill,1919247.0
1255,Anzejs Pasecniks,374297.0
1256,Bradley Beal,28751774.0
1257,Bradley Beal,33724200.0
1258,Bradley Beal,36422136.0
1259,Chandler Hutchison,2443440.0
1260,Chandler Hutchison,4019459.0
1261,Chandler Hutchison,5820177.0
1262,Daniel Gafford,1517981.0
1263,Daniel Gafford,1782621.0
1264,Daniel Gafford,1930681.0
1265,Davis Bertans,15000000.0
1266,Davis Bertans,16000000.0
1267,Davis Bertans,16000000.0
1268,Davis Bertans,17000000.0
1269,Davis Bertans,16000000.0
1270,Deni Avdija,4469160.0
1271,Deni Avdija,4692840.0
1272,Deni Avdija,4916160.0
1273,Deni Avdija,6263188.0
1274,Deni Avdija,8486620.0
1275,Garrison Mathews,1669178.0
1276,Isaac Bonga,1663861.0
1277,Isaac Bonga,2079826.0
1278,Ish Smith,6000000.0
1279,Jerome Robinson,3737520.0
1280,Jordan Bell,110998.0
1281,Raul Neto,1620564.0
1282,Robin Lopez,7300000.0
1283,Rui Hachimura,4692840.0
1284,Rui Hachimura,4916160.0
1285,Rui Hachimura,6263188.0
1286,Rui Hachimura,8486620.0
1287,Russell Westbrook,41358814.0
1288,Russell Westbrook,44211146.0
1289,Russell Westbrook,47063478.0
1290,Thomas Bryant,8333333.0
1291,Thomas Bryant,8666667.0
